"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gLCf","a2r69000007lbTg","a266900000BscQQ","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Wondfo 2019-nCoV Antibody Test(Lateral Flow Method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; China NMPA; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","15.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","354","164","190","79.44","61.78","90.23","99.12","93.06","99.89","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCf","a2r69000007lbTg","a266900000BscQR","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Wondfo 2019-nCoV Antibody Test(Lateral Flow Method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; China NMPA; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","15.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","354","164","190","79.44","90.23","61.78","99.12","99.89","93.06","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCi","a2r69000007lbe0","a266900000BscQS","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Dengue IgG/IgM Combo Test","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCh","a2r69000007lbdz","a266900000BscQT","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Dengue Combo","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","No","Independent","No","Antibody (serological) + Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCh","a2r69000007lbdz","a266900000BscQU","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Dengue Combo","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","No","Company-Sponsored","No","Unknown","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCj","a2r69000007lbe1","a266900000BscQV","06.07.2023","China","Guangzhou","Western Pacific Region","en.wondfo.com","Guangzhou Wondfo Biotech Co., Ltd.","Dengue Ns1","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antigen","DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCn","a2r69000007lbrj","a266900000BscQf","06.07.2023","Germany","Nehren","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType SARS-CoV-2/Flu/RSV VER 1.0","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Purified RNA","","Unspecified","","","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCn","a2r69000007lbrj","a266900000BscQg","06.07.2023","Germany","Nehren","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType SARS-CoV-2/Flu/RSV VER 1.0","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Purified RNA","","Unspecified","","","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLCn","a2r69000007lbrj","a266900000BscQh","06.07.2023","Germany","Nehren","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType SARS-CoV-2/Flu/RSV VER 1.0","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Purified RNA","","Unspecified","","","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLhR","a2r69000007lbHx","a266900000BscQi","13.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","COVID-19 and Influenza A+B Antigen Combo Rapid Test with Reader","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Other","unknown","Unspecified","","20.00","Yes","No","Company-Sponsored","No","Antigen","L1: Primary Care","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLhS","a2r69000007lbY9","a266900000BscQj","13.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","COVID-19 Antigen Rapid Test with Reader","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","20.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDD","a2r69000007lbxm","a266900000BscQk","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","SARS-CoV-2/Influenza A+B/RSV/Adenovirus/M.pneumoniae Antigen Combo Rapid Test","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchiolitis; Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; Mycoplasma pneumoniae; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Unspecified","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDC","a2r69000007lbxl","a266900000BscQl","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","SARS-CoV-2/Influenza A+B/RSV/Adenovirus Antigen Combo Rapid Test","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Unspecified","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDE","a2r69000007lc0E","a266900000BscQn","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","COVID-19 Antigen Rapid Test ( Oral Fluid)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","Not applicable","","20.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","406","101","305","90.10","82.50","95.10","99.30","97.70","99.90","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDH","a2r69000007lbXd","a266900000BscQo","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","Joinstar COVID-19 Antigen Rapid Test (Oral Fluid) SELFTESTING","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Germany BfArM; Other","EU approval for self testing","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","Self-Testing","90","6","30","90.00","86.08","98.96","100.00","88.43","100.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDG","a2r69000007lbYM","a266900000BscQp","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","2019-nCoV IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood; Whole Blood","","Not applicable","","10.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","70","20","50","100.00","86.00","100.00","96.00","89.40","99.90","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDG","a2r69000007lbYM","a266900000BscQq","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","2019-nCoV IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","139","13","126","23.08","7.63","52.16","96.03","91.05","98.29","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLDG","a2r69000007lbYM","a266900000BscQr","06.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","2019-nCoV IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood; Whole Blood","","Not applicable","","10.00","Yes","No","Independent","Yes","Antibody (serological)","L0: Community","139","15","124","73.33","46.69","89.62","97.58","93.13","99.17","Victoria Aroworade","Victoria Aroworade","",""
